,city,bd,total_transactions,total_activity,time_on_platform_months,num_25,num_50,num_75,num_985,num_unq,total_secs,payment_method_id,payment_plan_days,is_auto_renew,is_cancel,discount,amt_per_day,membership_duration,gender_male,registered_via_13,registered_via_3,registered_via_4,registered_via_7,registered_via_9,is_churn
2227,0.4019463,0.53924847,-0.30047292,0.2658368,-0.32898015,0.34298432,-0.019635728,0.12307081,0.21829304,0.2550822,-0.030761633,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-0.7298693,-0.23980305,0.0,0.0,0.0,0.0,1.0,0.0,0
1938,0.4019463,0.020591825,-0.30047292,-0.16124007,-0.13450436,-0.80231464,-0.5669229,-0.86857486,-0.26808798,-0.7461089,-0.11526937,-1.1945292,8.231064,-2.247427,-0.16804218,-0.07770046,-1.115762,6.1041956,1.0,0.0,0.0,0.0,0.0,1.0,1
409,0.57145697,0.18017848,-0.30047292,-1.4424708,-1.4229064,-0.33736712,1.2523558,-0.65880364,-0.08036199,-0.80123436,-0.813582,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
322,1.9275421,0.10038515,-0.30047292,1.2267598,-0.88809794,0.049416114,-0.1593191,0.13968025,0.7401823,-0.37028182,-0.07164775,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
1060,-0.78462815,-0.1788915,0.7344893,1.2267598,-0.839479,13.371373,3.758799,5.011786,1.8665385,4.542299,1.311965,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.15988588,1.0,0.0,0.0,0.0,0.0,1.0,0
402,0.4019463,-0.09909817,-0.30047292,-1.6560092,-0.15881383,-0.49831048,-0.6826952,-0.4490325,-0.12729348,0.7159135,0.7199363,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
154,0.4019463,0.020591825,0.7344893,1.2267598,-0.0129570095,0.2570849,-0.3129708,-0.38813114,-0.24083742,-0.3786318,-0.5026612,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.07484568,0.0,0.0,1.0,0.0,0.0,0.0,0
1532,0.23243569,-0.33847815,-0.30047292,-0.05447085,-1.0096453,-0.79902047,-0.7688716,-0.945859,-0.46075416,-0.92460424,-0.7298956,0.1889407,3.5735104,-2.247427,-0.16804218,-0.07770046,-0.36679247,2.5665233,1.0,0.0,0.0,1.0,0.0,0.0,1
749,0.4019463,-0.2586848,-0.30047292,1.0132214,1.7130154,-0.2291466,-0.50304854,0.1368802,0.14944051,-0.619246,-0.50667834,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
70,0.4019463,-0.1788915,-0.30047292,1.0132214,-1.0582643,-0.7008772,-0.6467659,-0.77453953,-0.53025705,-0.6162707,-0.59339416,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-1.9630244,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
210,-0.9541388,-0.21878816,-0.30047292,1.2267598,0.9837314,1.4407974,0.72417814,1.0328996,0.7583493,0.3227678,0.032980286,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1105,0.7409676,0.10038515,-0.30047292,0.7996829,1.7859439,0.46436924,1.9028859,1.9050667,0.76440495,-0.6015045,-0.50657105,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
568,0.4019463,0.22007515,0.7344893,-1.54924,-0.69362223,-0.6753482,-0.8315453,-0.3231697,-0.54967695,-0.056321945,0.070202164,-2.693288,3.8802273,-2.247427,-0.16804218,-0.07770046,-3.4336827,6.3678203,0.0,0.0,0.0,0.0,0.0,1.0,1
2746,-0.9541388,0.53924847,-0.30047292,-0.80185544,-0.25605175,-0.25689545,-0.23614496,0.075395584,0.107364,-0.7365219,-0.6329133,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,0.0,1.0,0
43,0.4019463,0.14028183,0.7344893,-1.2289324,-0.11019489,-0.37760296,-0.60827017,-0.7636893,-0.26808798,-1.015145,-0.32876322,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.1258698,1.0,0.0,1.0,0.0,0.0,0.0,0
713,-0.9541388,-0.33847815,-0.30047292,1.2267598,0.3273756,0.054607827,-0.3129708,0.18028116,0.049835116,-0.0056653568,-0.21421131,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1007,0.7409676,-0.2586848,-0.30047292,0.6929137,-0.40190858,0.12070241,-0.052944854,-0.20698875,-0.20310588,-0.5866323,-0.76746505,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.20578697,0.0,0.0,1.0,0.0,0.0,0.0,0
1597,-0.78462815,0.020591825,-0.30047292,0.9064522,-0.5234559,-0.6420099,-0.5125808,-0.49398348,-0.30831498,0.5310207,0.5934841,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
2441,0.23243569,0.29986846,-0.30047292,0.7996829,2.1262765,-0.22113025,-0.34640425,-0.23926124,-0.069932744,0.056804977,-0.020762594,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
332,0.57145697,0.2599718,-0.30047292,0.5861445,1.3483734,-0.68822366,-0.7124652,-0.72593045,-0.41451424,-0.681013,-0.6396701,-0.9639508,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
1522,0.7409676,-0.0592015,-0.30047292,-0.6950862,-0.9367169,-0.4797401,1.824856,2.6975358,6.6416726,1.0759802,0.78759784,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
1573,-1.1236495,-0.13899483,-0.30047292,0.9064522,-1.0582643,-0.48106655,-0.36373073,-0.58388543,-0.14740697,-0.2732628,-0.2201822,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
248,0.4019463,-0.09909817,-0.30047292,-0.90862465,1.9074912,0.3283531,-0.29027224,0.06586054,-0.19129099,-0.21163188,-0.49385473,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1673,0.57145697,0.14028183,-0.30047292,-1.0153939,-0.8637885,-0.4500275,-0.23614496,-0.4490325,-0.38072357,-0.55245084,-0.5472588,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
1496,-1.1236495,-0.21878816,-0.30047292,-0.6950862,-1.3985969,0.32497668,0.31345534,1.6325436,1.1831785,-0.60654384,-0.116542615,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.23980305,0.0,0.0,0.0,0.0,1.0,0.0,0
1621,0.4019463,0.22007515,-0.30047292,-0.588317,-0.5234559,-0.6592539,-0.27867356,-0.62883633,-0.26808798,-0.24861045,-0.27200624,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
2296,-0.9541388,-0.33847815,-0.30047292,1.2267598,1.5914681,0.797024,1.550056,1.6013122,0.54034495,0.059743002,-0.31765813,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,0.0,0.0,0.0,0.0,0.0,1.0,0
404,0.7409676,-0.0592015,-0.30047292,-1.9763169,-1.3256685,-0.7397256,-0.8315453,-1.0783461,-0.54967695,-1.160748,-1.0694102,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.18877892,0.0,0.0,0.0,1.0,0.0,0.0,0
604,0.7409676,-0.21878816,0.7344893,0.7996829,1.4456114,0.39283884,-0.390508,-0.565572,-0.42452633,-0.30590433,-0.59554356,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.19728294,1.0,0.0,0.0,0.0,0.0,1.0,0
2278,0.23243569,-0.2586848,-0.30047292,0.052298374,-1.1555022,-0.20861243,-0.32545498,0.68373203,-0.23992907,-0.049850717,-0.16022046,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,0.0,1.0,0.0,0.0,0
1504,-0.4456069,-0.29858148,-0.30047292,-1.4424708,0.18151876,1.137947,3.534724,3.5366209,0.576679,0.36358997,-0.31981242,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1777,0.7409676,-0.33847815,-0.30047292,0.9064522,-0.9610264,1.5364734,1.6776419,0.36008513,-0.30831498,0.118093506,-0.3737508,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
1745,-0.78462815,-0.29858148,-0.30047292,1.1199906,-1.25274,0.5961044,0.24017529,1.3130457,0.576679,-0.052007765,-0.26134434,-0.27221587,-0.17525288,-2.247427,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
2601,-0.9541388,-0.33847815,-0.30047292,1.0132214,-0.8637885,0.6810158,0.74934524,1.0483,0.6155188,0.7419472,0.9735169,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
1409,-1.1236495,-0.21878816,-0.30047292,-0.80185544,-1.3985969,-0.6994897,-0.5338451,-0.65880364,0.15429553,-0.7580927,-0.49528491,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
2151,-0.27609622,-0.1788915,-0.30047292,-0.6950862,-0.49914646,-0.3064165,-0.14454491,0.08346368,-0.20310588,-0.61318105,-0.6310246,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.20578697,1.0,0.0,0.0,0.0,1.0,0.0,0
2464,0.4019463,0.22007515,-0.30047292,-0.80185544,-0.25605175,2.39867,-0.08729487,0.91448045,-0.08036199,0.21618946,-0.60938215,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,0.0,1.0,0
770,0.57145697,-0.09909817,-0.30047292,0.052298374,-0.3775991,-0.40174448,-0.117064856,-0.008512894,-0.4370414,-0.054164898,-0.005491451,-1.8862641,-0.17525288,-2.247427,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
124,0.7409676,-0.3783748,-0.30047292,-1.122163,-0.88809794,-0.6860778,-0.36845613,-0.9384986,-0.42452633,-1.0744647,-0.90080434,-1.8862641,-0.17525288,-2.247427,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
561,-1.1236495,0.4195585,-0.30047292,0.37260604,1.1052787,-0.43183386,-0.5467886,-0.5311169,-0.329303,-0.6336697,-0.64814526,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2835,-0.9541388,0.2599718,-0.30047292,1.1199906,-0.3046707,0.15082772,0.14094192,0.26418972,0.31386262,1.2738788,2.3059018,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.23980305,0.0,0.0,0.0,0.0,1.0,0.0,0
1593,1.7580315,-0.1788915,-0.30047292,-1.6560092,0.8135651,-0.6994897,-0.23614496,-0.7636893,-0.26808798,-0.49205256,-0.59906596,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
481,0.4019463,-0.019304836,-0.30047292,0.7996829,-0.45052752,-0.65031254,-0.5669229,-0.7520353,-0.34109256,0.6847556,0.6467252,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,0.0,1.0,0
175,1.9275421,-0.21878816,-0.30047292,1.2267598,-1.0096453,-0.14786933,-0.1593191,-0.10392503,-0.113668226,0.16968454,0.7795962,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
2726,0.4019463,-0.29858148,-0.30047292,0.9064522,1.0080409,-0.45807466,-0.06603058,0.045428235,-0.12729348,2.18427,2.1911848,-1.6556858,-0.17525288,0.44980666,-0.16804218,-0.07770046,-1.9630244,-0.15476285,1.0,0.0,0.0,0.0,0.0,1.0,0
518,1.7580315,-0.13899483,-0.30047292,-1.0153939,-0.42621803,-0.7880085,-0.47430506,-1.0783461,-0.38072357,0.17664291,0.1701016,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
1790,-1.6321814,-1.1763082,-0.30047292,0.1590676,-1.1798116,1.0383153,0.3592554,1.6187123,0.14759105,-0.1027506,-0.45163602,-1.8862641,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.22279501,0.0,0.0,0.0,1.0,0.0,0.0,0
2192,1.7580315,-0.4980648,0.7344893,-1.7627784,-0.3046707,-0.63242996,-0.63307846,-1.0783461,-0.361951,-0.7580927,-0.79354393,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,0.5850868,0.0,0.0,1.0,0.0,0.0,0.0,1
11,0.4019463,0.10038515,0.7344893,-1.7627784,-0.3775991,-0.7397256,-0.8315453,-0.23926124,-0.54967695,-0.8587565,-0.8110158,0.419519,-0.17525288,0.44980666,4.09676,-0.07770046,0.12058189,-0.14625883,0.0,0.0,1.0,0.0,0.0,0.0,1
1014,0.4019463,-0.13899483,-0.30047292,-0.80185544,1.0566598,-0.7933733,-0.7323119,-0.4490325,-0.26808798,-0.7688781,-0.7283545,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
1047,0.4019463,-0.0592015,-0.30047292,1.2267598,0.44892296,0.58416337,0.28242955,0.9516979,0.52217793,0.2531845,0.43028945,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
517,0.7409676,-0.0592015,0.7344893,-1.54924,1.5185398,3.4769905,0.0020151725,0.18028116,0.12613665,0.7202276,-0.04267937,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.19390196,0.0,0.0,0.0,0.0,0.0,1.0,0
891,-0.78462815,-0.21878816,-0.30047292,1.1199906,-0.1831233,-0.35882625,0.041708563,0.26418972,-0.0052715978,-0.6157253,-0.2797747,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
40,0.4019463,-0.09909817,0.7344893,0.7996829,0.3273756,3.9932015,-0.2581968,-0.5189562,-0.42452633,0.62883115,-0.4774714,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.0068135243,1.0,0.0,0.0,0.0,0.0,1.0,0
283,-0.61511755,-0.0592015,-0.30047292,0.2658368,-0.8151696,-0.51294166,-0.34439954,-0.10577052,-0.24248897,-0.4587158,-0.07627252,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
195,-0.9541388,-0.09909817,-0.30047292,1.0132214,-0.69362223,-0.6120808,-0.50304854,-0.5141339,-0.21953814,0.625911,0.80695015,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
2655,0.7409676,0.14028183,-0.30047292,0.5861445,-1.3256685,-0.83629155,-0.8315453,-0.97765595,-0.50462276,2.328548,2.6257386,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
708,-1.1236495,-1.1763082,-0.30047292,-1.7627784,2.3207521,-0.8470211,-0.4346117,-0.65880364,-0.54967695,-0.88751763,-0.8137758,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2508,1.7580315,0.14028183,-0.30047292,-1.0153939,-1.1311927,-0.30517846,-0.59338516,-0.95248336,-0.38072357,-0.22457434,0.23869225,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
2272,0.7409676,-0.0592015,0.7344893,-0.37477854,-1.2284306,-0.7799614,-0.75712025,-0.6850251,-0.47927973,-0.44351822,-0.2742135,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.010194515,1.0,0.0,1.0,0.0,0.0,0.0,0
1368,-0.9541388,0.53924847,-0.30047292,-0.16124007,0.44892296,0.36005414,-0.5007673,-0.3791087,-0.29937565,-0.5639553,-0.72559404,-0.9639508,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2390,0.23243569,0.14028183,-0.30047292,0.1590676,0.13289982,-0.39484692,-0.4346117,-0.3591305,-0.388769,0.4026229,0.2638479,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,0.0,0.0,0.0,0.0,0.0,1.0,0
1455,-1.1236495,0.37966183,-0.30047292,-1.54924,-0.06157595,0.25812325,0.12109526,0.18028116,-0.3244058,-0.4014551,-0.76262873,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
751,1.9275421,-0.019304836,-0.30047292,1.1199906,-1.2041211,-0.7343608,-0.5735385,-0.65880364,-0.45581397,4.812931,3.9175925,0.6500973,-0.17525288,0.44980666,-0.16804218,15.881525,-6.2152815,-0.23980305,0.0,0.0,0.0,1.0,0.0,0.0,1
759,0.4019463,0.18017848,-0.30047292,-1.2289324,2.1748955,-0.80007935,-0.8315453,-0.9210177,-0.47927973,-0.8048294,-0.7407608,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2566,0.4019463,-0.1788915,-0.30047292,0.052298374,-0.40190858,-0.7397256,-0.59338516,-0.889552,-0.3244058,-0.63657707,-0.66857636,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,1.0,0.0,0
2326,1.9275421,-0.13899483,0.7344893,1.2267598,-0.13450436,0.21035945,0.72417814,0.9922987,0.37684166,-0.13648191,-0.3693491,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.22791804,1.0,0.0,1.0,0.0,0.0,0.0,0
